	stcd2	cycle	stateabrev	stcd	dem_share	dem_share_imputed	dpres	incumb	winner_dem	uncontested	votes_dem	votes_rep	votes_dem_est	votes_rep_est	chamber	code	district	year	plan	winner	winner_plan
7516	2000s_1010	2006	GA	1010	0.326	0.326	34.85	-1	0	0	57,032	117,721	57,032	117,721	us_house	GA2006	10	2006	GA4.1	R	R
7517	2000s_1011	2006	GA	1011	0.289	0.289	28.78	-1	0	0	48,261	118,524	48,261	118,524	us_house	GA2006	11	2006	GA4.1	R	R
7518	2000s_1012	2006	GA	1012	0.503	0.503	49.43	1	1	0	71,651	70,787	71,651	70,787	us_house	GA2006	12	2006	GA4.1	D	D
7519	2000s_1013	2006	GA	1013	0.692	0.692	60.05	1	1	0	103,019	45,770	103,019	45,770	us_house	GA2006	13	2006	GA4.1	D	D
7520	2000s_1101	2006	HI	1101	0.694	0.694	52.73	1	1	0	112,904	49,890	112,904	49,890	us_house	HI2006	1	2006		D	#N/A
7521	2000s_1102	2006	HI	1102	0.610	0.610	55.98	0	1	0	106,906	68,244	106,906	68,244	us_house	HI2006	2	2006		D	#N/A
7522	2000s_1501	2006	IA	1501	0.560	0.560	53.27	0	1	0	114,322	89,729	114,322	89,729	us_house	IA2006	1	2006		D	#N/A
7523	2000s_1502	2006	IA	1502	0.514	0.514	55.78	-1	1	0	107,683	101,707	107,683	101,707	us_house	IA2006	2	2006		D	#N/A
7524	2000s_1503	2006	IA	1503	0.527	0.527	50.01	1	1	0	115,769	103,722	115,769	103,722	us_house	IA2006	3	2006		D	#N/A
7525	2000s_1504	2006	IA	1504	0.428	0.428	48.81	-1	0	0	90,982	121,650	90,982	121,650	us_house	IA2006	4	2006		R	#N/A
7526	2000s_1505	2006	IA	1505	0.378	0.378	39.65	-1	0	0	64,181	105,580	64,181	105,580	us_house	IA2006	5	2006		R	#N/A
7527	2000s_1201	2006	ID	1201	0.473	0.473	30.62	0	0	0	103,935	115,843	103,935	115,843	us_house	ID2006	1	2006		R	#N/A
7528	2000s_1202	2006	ID	1202	0.357	0.357	30.74	-1	0	0	73,441	132,262	73,441	132,262	us_house	ID2006	2	2006		R	#N/A
7529	2000s_1301	2006	IL	1301	0.841	0.841	83.12	1	1	0	146,623	27,804	146,623	27,804	us_house	IL2006	1	2006	IL4	D	D
7530	2000s_1302	2006	IL	1302	0.878	0.878	84.03	1	1	0	146,347	20,395	146,347	20,395	us_house	IL2006	2	2006	IL4	D	D
7531	2000s_1303	2006	IL	1303	0.771	0.771	59.06	1	1	0	127,768	37,954	127,768	37,954	us_house	IL2006	3	2006	IL4	D	D
7532	2000s_1304	2006	IL	1304	0.858	0.858	79.20	1	1	0	69,910	11,532	69,910	11,532	us_house	IL2006	4	2006	IL4	D	D
7533	2000s_1305	2006	IL	1305	0.780	0.780	67.03	1	1	0	114,319	32,250	114,319	32,250	us_house	IL2006	5	2006	IL4	D	D
7534	2000s_1306	2006	IL	1306	0.486	0.486	46.60	0	0	0	86,572	91,382	86,572	91,382	us_house	IL2006	6	2006	IL4	R	R
7535	2000s_1307	2006	IL	1307	0.867	0.867	83.44	1	1	0	143,071	21,939	143,071	21,939	us_house	IL2006	7	2006	IL4	D	D
7536	2000s_1308	2006	IL	1308	0.536	0.536	44.27	1	1	0	93,355	80,720	93,355	80,720	us_house	IL2006	8	2006	IL4	D	X
7537	2000s_1309	2006	IL	1309	0.746	0.746	68.36	1	1	0	122,852	41,858	122,852	41,858	us_house	IL2006	9	2006	IL4	D	D
7538	2000s_1310	2006	IL	1310	0.466	0.466	52.76	-1	0	0	94,278	107,929	94,278	107,929	us_house	IL2006	10	2006	IL4	R	R
7539	2000s_1311	2006	IL	1311	0.449	0.449	46.35	-1	0	0	88,846	109,009	88,846	109,009	us_house	IL2006	11	2006	IL4	R	X
7540	2000s_1312	2006	IL	1312	1.000	0.734	52.12	1	1	1	157,284	0	117,773	42,656	us_house	IL2006	12	2006	IL4	D	D
7541	2000s_1313	2006	IL	1313	0.417	0.417	44.76	-1	0	0	85,507	119,720	85,507	119,720	us_house	IL2006	13	2006	IL4	R	R
7542	2000s_1314	2006	IL	1314	0.402	0.402	44.16	-1	0	0	79,274	117,870	79,274	117,870	us_house	IL2006	14	2006	IL4	R	X
7543	2000s_1315	2006	IL	1315	0.424	0.424	41.05	-1	0	0	86,025	116,810	86,025	116,810	us_house	IL2006	15	2006	IL4	R	R
7544	2000s_1316	2006	IL	1316	0.336	0.336	44.27	-1	0	0	63,462	125,508	63,462	125,508	us_house	IL2006	16	2006	IL4	R	R
7545	2000s_1317	2006	IL	1317	0.572	0.572	51.62	0	1	0	115,025	86,161	115,025	86,161	us_house	IL2006	17	2006	IL4	D	X
7546	2000s_1318	2006	IL	1318	0.327	0.327	41.92	-1	0	0	73,052	150,194	73,052	150,194	us_house	IL2006	18	2006	IL4	R	R
7547	2000s_1319	2006	IL	1319	0.393	0.393	39.00	-1	0	0	92,861	143,491	92,861	143,491	us_house	IL2006	19	2006	IL4	R	R
7548	2000s_1401	2006	IN	1401	0.722	0.722	55.67	1	1	0	104,195	40,146	104,195	40,146	us_house	IN2006	1	2006	IN4	D	D
7549	2000s_1402	2006	IN	1402	0.540	0.540	43.56	-1	1	0	103,561	88,300	103,561	88,300	us_house	IN2006	2	2006	IN4	D	X
7550	2000s_1403	2006	IN	1403	0.457	0.457	31.54	-1	0	0	80,357	95,421	80,357	95,421	us_house	IN2006	3	2006	IN4	R	R
7551	2000s_1404	2006	IN	1404	0.376	0.376	30.29	-1	0	0	66,986	111,057	66,986	111,057	us_house	IN2006	4	2006	IN4	R	R
7552	2000s_1405	2006	IN	1405	0.326	0.326	28.28	-1	0	0	64,362	133,118	64,362	133,118	us_house	IN2006	5	2006	IN4	R	R
7553	2000s_1406	2006	IN	1406	0.400	0.400	35.56	-1	0	0	76,812	115,266	76,812	115,266	us_house	IN2006	6	2006	IN4	R	R
7554	2000s_1407	2006	IN	1407	0.538	0.538	58.35	1	1	0	74,750	64,304	74,750	64,304	us_house	IN2006	7	2006	IN4	D	D
7555	2000s_1408	2006	IN	1408	0.610	0.610	38.04	-1	1	0	131,019	83,704	131,019	83,704	us_house	IN2006	8	2006	IN4	D	X
7556	2000s_1409	2006	IN	1409	0.524	0.524	40.63	-1	1	0	110,454	100,469	110,454	100,469	us_house	IN2006	9	2006	IN4	D	X
7557	2000s_1601	2006	KS	1601	0.200	0.200	26.87	-1	0	0	39,781	159,597	39,781	159,597	us_house	KS2006	1	2006		R	#N/A
7558	2000s_1602	2006	KS	1602	0.506	0.506	40.02	-1	1	0	114,139	111,423	114,139	111,423	us_house	KS2006	2	2006		D	#N/A
7559	2000s_1603	2006	KS	1603	0.646	0.646	44.68	1	1	0	153,105	83,875	153,105	83,875	us_house	KS2006	3	2006		D	#N/A
7560	2000s_1604	2006	KS	1604	0.339	0.339	34.91	-1	0	0	62,166	121,041	62,166	121,041	us_house	KS2006	4	2006		R	#N/A
7561	2000s_1701	2006	KY	1701	0.404	0.404	36.19	-1	0	0	83,865	123,618	83,865	123,618	us_house	KY2006	1	2006		R	#N/A
7562	2000s_1702	2006	KY	1702	0.446	0.446	34.54	-1	0	0	95,415	118,548	95,415	118,548	us_house	KY2006	2	2006		R	#N/A
7563	2000s_1703	2006	KY	1703	0.512	0.512	51.02	-1	1	0	122,489	116,568	122,489	116,568	us_house	KY2006	3	2006		D	#N/A
7564	2000s_1704	2006	KY	1704	0.456	0.456	36.28	-1	0	0	88,822	105,845	88,822	105,845	us_house	KY2006	4	2006		R	#N/A
7565	2000s_1705	2006	KY	1705	0.262	0.262	39.04	-1	0	0	52,367	147,201	52,367	147,201	us_house	KY2006	5	2006		R	#N/A
7566	2000s_1706	2006	KY	1706	1.000	0.625	41.37	1	1	1	158,765	0	99,617	59,677	us_house	KY2006	6	2006		D	#N/A
7567	2000s_1801	2006	LA	1801	0.109	0.109	28.76	-1	0	0	15,944	130,508	15,944	130,508	us_house	LA2006	1	2006		R	#N/A
7568	2000s_1802	2006	LA	1802	1.000	0.694	75.76	1	1	1	62,164	0	42,020	18,564	us_house	LA2006	2	2006		D	#N/A
7569	2000s_1803	2006	LA	1803	0.590	0.590	41.48	1	1	0	79,213	54,950	79,213	54,950	us_house	LA2006	3	2006		D	#N/A
7570	2000s_1804	2006	LA	1804	0.302	0.302	40.40	-1	0	0	40,545	93,727	40,545	93,727	us_house	LA2006	4	2006		R	#N/A
7571	2000s_1805	2006	LA	1805	0.298	0.298	37.37	-1	0	0	33,233	78,211	33,233	78,211	us_house	LA2006	5	2006		R	#N/A
7572	2000s_1806	2006	LA	1806	0.000	0.315	40.53	-1	0	1	0	94,658	31,785	69,152	us_house	LA2006	6	2006		R	#N/A
7573	2000s_1807	2006	LA	1807	0.293	0.293	39.61	-1	0	0	47,133	113,720	47,133	113,720	us_house	LA2006	7	2006		R	#N/A
7574	2000s_2101	2006	MA	2101	1.000	0.760	64.06	1	1	1	158,057	0	122,108	38,637	us_house	MA2006	1	2006	MA4	D	D
7575	2000s_2102	2006	MA	2102	1.000	0.736	59.93	1	1	1	164,939	0	122,156	43,926	us_house	MA2006	2	2006	MA4	D	D
7576	2000s_2103	2006	MA	2103	1.000	0.750	59.71	1	1	1	166,973	0	125,359	41,836	us_house	MA2006	3	2006	MA4	D	D
7577	2000s_2104	2006	MA	2104	1.000	0.767	66.12	1	1	1	176,513	0	136,036	41,337	us_house	MA2006	4	2006	MA4	D	D
7578	2000s_2105	2006	MA	2105	1.000	0.721	57.97	1	1	1	159,120	0	116,853	45,192	us_house	MA2006	5	2006	MA4	D	D
7579	2000s_2106	2006	MA	2106	0.697	0.697	58.59	1	1	0	168,056	72,997	168,056	72,997	us_house	MA2006	6	2006	MA4	D	D
7580	2000s_2107	2006	MA	2107	1.000	0.800	66.60	1	1	1	171,902	0	139,021	34,835	us_house	MA2006	7	2006	MA4	D	D
7581	2000s_2108	2006	MA	2108	1.000	0.852	80.45	1	1	1	125,515	0	106,933	18,543	us_house	MA2006	8	2006	MA4	D	D
7582	2000s_2109	2006	MA	2109	0.782	0.782	63.84	1	1	0	169,420	47,114	169,420	47,114	us_house	MA2006	9	2006	MA4	D	D
7583	2000s_2110	2006	MA	2110	0.687	0.687	56.21	1	1	0	171,812	78,439	171,812	78,439	us_house	MA2006	10	2006	MA4	D	D
7584	2000s_2001	2006	MD	2001	0.311	0.311	36.81	-1	0	0	83,738	185,177	83,738	185,177	us_house	MD2006	1	2006	MD4	R	X
7585	2000s_2002	2006	MD	2002	0.693	0.693	54.89	1	1	0	135,818	60,195	135,818	60,195	us_house	MD2006	2	2006	MD4	D	D
7586	2000s_2003	2006	MD	2003	0.655	0.655	54.41	0	1	0	150,142	79,174	150,142	79,174	us_house	MD2006	3	2006	MD4	D	D
7587	2000s_2004	2006	MD	2004	0.812	0.812	78.90	1	1	0	141,897	32,792	141,897	32,792	us_house	MD2006	4	2006	MD4	D	D
7588	2000s_2005	2006	MD	2005	1.000	0.747	57.87	1	1	1	168,114	0	128,307	43,423	us_house	MD2006	5	2006	MD4	D	D
7589	2000s_2006	2006	MD	2006	0.395	0.395	34.57	-1	0	0	92,030	141,200	92,030	141,200	us_house	MD2006	6	2006	MD4	R	R
7590	2000s_2007	2006	MD	2007	1.000	0.803	73.42	1	1	1	158,830	0	128,713	31,520	us_house	MD2006	7	2006	MD4	D	D
7591	2000s_2008	2006	MD	2008	0.778	0.778	69.53	1	1	0	168,872	48,324	168,872	48,324	us_house	MD2006	8	2006	MD4	D	D
7592	2000s_1901	2006	ME	1901	0.660	0.660	56.08	1	1	0	170,949	88,009	170,949	88,009	us_house	ME2006	1	2006		D	#N/A
7593	2000s_1902	2006	ME	1902	0.705	0.705	52.97	1	1	0	179,772	75,156	179,772	75,156	us_house	ME2006	2	2006		D	#N/A
7594	2000s_2201	2006	MI	2201	0.713	0.713	46.07	1	1	0	180,448	72,753	180,448	72,753	us_house	MI2006	1	2006	MI4	D	X
7595	2000s_2202	2006	MI	2202	0.322	0.322	39.32	-1	0	0	86,950	183,006	86,950	183,006	us_house	MI2006	2	2006	MI4	R	R
7596	2000s_2203	2006	MI	2203	0.354	0.354	40.33	-1	0	0	93,846	171,212	93,846	171,212	us_house	MI2006	3	2006	MI4	R	R
7597	2000s_2204	2006	MI	2204	0.385	0.385	44.57	-1	0	0	100,260	160,041	100,260	160,041	us_house	MI2006	4	2006	MI4	R	R
7598	2000s_2205	2006	MI	2205	0.743	0.743	59.18	1	1	0	176,171	60,967	176,171	60,967	us_house	MI2006	5	2006	MI4	D	D
7599	2000s_2206	2006	MI	2206	0.385	0.385	46.65	-1	0	0	88,978	142,125	88,978	142,125	us_house	MI2006	6	2006	MI4	R	R
7600	2000s_2207	2006	MI	2207	0.479	0.479	45.25	0	0	0	112,665	122,348	112,665	122,348	us_house	MI2006	7	2006	MI4	R	X
7601	2000s_2208	2006	MI	2208	0.437	0.437	45.74	-1	0	0	122,107	157,237	122,107	157,237	us_house	MI2006	8	2006	MI4	R	R
7602	2000s_2209	2006	MI	2209	0.473	0.473	49.15	-1	0	0	127,620	142,390	127,620	142,390	us_house	MI2006	9	2006	MI4	R	X
7603	2000s_2210	2006	MI	2210	0.321	0.321	43.19	-1	0	0	84,689	179,072	84,689	179,072	us_house	MI2006	10	2006	MI4	R	R
7604	2000s_2211	2006	MI	2211	0.443	0.443	47.15	-1	0	0	114,248	143,658	114,248	143,658	us_house	MI2006	11	2006	MI4	R	R
7605	2000s_2212	2006	MI	2212	0.729	0.729	60.71	1	1	0	168,494	62,689	168,494	62,689	us_house	MI2006	12	2006	MI4	D	D
7606	2000s_2213	2006	MI	2213	1.000	0.821	80.73	1	1	1	126,308	0	103,255	22,522	us_house	MI2006	13	2006	MI4	D	D
7607	2000s_2214	2006	MI	2214	0.853	0.853	82.57	1	1	0	158,755	27,367	158,755	27,367	us_house	MI2006	14	2006	MI4	D	D
7608	2000s_2215	2006	MI	2215	1.000	0.738	61.78	1	1	1	181,946	0	135,618	48,256	us_house	MI2006	15	2006	MI4	D	D
7609	2000s_2301	2006	MN	2301	0.528	0.528	48.16	-1	1	0	141,556	126,486	141,556	126,486	us_house	MN2006	1	2006	MN4	D	X
7610	2000s_2302	2006	MN	2302	0.401	0.401	45.47	-1	0	0	116,343	174,071	116,343	174,071	us_house	MN2006	2	2006	MN4	R	R
7611	2000s_2303	2006	MN	2303	0.351	0.351	48.53	-1	0	0	99,588	184,333	99,588	184,333	us_house	MN2006	3	2006	MN4	R	R
7612	2000s_2304	2006	MN	2304	0.697	0.697	62.49	1	1	0	172,096	74,797	172,096	74,797	us_house	MN2006	4	2006	MN4	D	D
7613	2000s_2305	2006	MN	2305	0.567	0.567	71.90	0	1	0	136,060	103,719	136,060	103,719	us_house	MN2006	5	2006	MN4	D	D
7614	2000s_2306	2006	MN	2306	0.421	0.421	42.73	0	0	0	127,144	174,805	127,144	174,805	us_house	MN2006	6	2006	MN4	R	R
7615	2000s_2307	2006	MN	2307	0.706	0.706	43.71	1	1	0	179,164	74,557	179,164	74,557	us_house	MN2006	7	2006	MN4	D	D
7616	2000s_2308	2006	MN	2308	0.649	0.649	53.32	1	1	0	180,670	97,683	180,670	97,683	us_house	MN2006	8	2006	MN4	D	X
7617	2000s_2501	2006	MO	2501	0.747	0.747	75.20	1	1	0	141,574	47,893	141,574	47,893	us_house	MO2006	1	2006	MO4	D	D
7618	2000s_2502	2006	MO	2502	0.374	0.374	39.90	-1	0	0	105,242	176,452	105,242	176,452	us_house	MO2006	2	2006	MO4	R	R
7619	2000s_2503	2006	MO	2503	0.674	0.674	56.93	1	1	0	145,219	70,189	145,219	70,189	us_house	MO2006	3	2006	MO4	D	D
7620	2000s_2504	2006	MO	2504	0.697	0.697	35.43	1	1	0	159,303	69,254	159,303	69,254	us_house	MO2006	4	2006	MO4	D	X
7621	2000s_2505	2006	MO	2505	0.665	0.665	59.59	1	1	0	136,149	68,456	136,149	68,456	us_house	MO2006	5	2006	MO4	D	D
7622	2000s_2506	2006	MO	2506	0.367	0.367	42.49	-1	0	0	87,477	150,882	87,477	150,882	us_house	MO2006	6	2006	MO4	R	R
7623	2000s_2507	2006	MO	2507	0.311	0.311	32.51	-1	0	0	72,592	160,942	72,592	160,942	us_house	MO2006	7	2006	MO4	R	R
7624	2000s_2508	2006	MO	2508	0.269	0.269	36.06	-1	0	0	57,557	156,164	57,557	156,164	us_house	MO2006	8	2006	MO4	R	R
7625	2000s_2509	2006	MO	2509	0.369	0.369	40.93	-1	0	0	87,145	149,114	87,145	149,114	us_house	MO2006	9	2006	MO4	R	R
7626	2000s_2401	2006	MS	2401	0.341	0.341	37.23	-1	0	0	49,174	95,098	49,174	95,098	us_house	MS2006	1	2006		R	#N/A
7627	2000s_2402	2006	MS	2402	0.643	0.643	59.48	1	1	0	100,160	55,672	100,160	55,672	us_house	MS2006	2	2006		D	#N/A
7628	2000s_2403	2006	MS	2403	0.000	0.329	34.36	-1	0	1	0	135,481	42,756	87,038	us_house	MS2006	3	2006		R	#N/A
7629	2000s_2404	2006	MS	2404	0.798	0.798	31.29	1	1	0	110,996	28,117	110,996	28,117	us_house	MS2006	4	2006		D	#N/A
7630	2000s_2601	2006	MT	2601	0.399	0.399	39.50	-1	0	0	158,916	239,124	158,916	239,124	us_house	MT2006	1	2006		R	#N/A
7631	2000s_3301	2006	NC	3301		0.668	57.49	1	1	1	0	0	101,622	50,513	us_house	NC2006	1	2006	NC4	D	D
7632	2000s_3302	2006	NC	3302	0.665	0.665	45.70	1	1	0	85,993	43,271	85,993	43,271	us_house	NC2006	2	2006	NC4	D	X
7633	2000s_3303	2006	NC	3303	0.314	0.314	32.02	-1	0	0	45,458	99,519	45,458	99,519	us_house	NC2006	3	2006	NC4	R	R
7634	2000s_3304	2006	NC	3304	0.650	0.650	55.52	1	1	0	127,340	68,599	127,340	68,599	us_house	NC2006	4	2006	NC4	D	D
7635	2000s_3305	2006	NC	3305	0.428	0.428	33.40	-1	0	0	72,061	96,138	72,061	96,138	us_house	NC2006	5	2006	NC4	R	R
7636	2000s_3306	2006	NC	3306	0.292	0.292	30.29	-1	0	0	44,661	108,433	44,661	108,433	us_house	NC2006	6	2006	NC4	R	R
7637	2000s_3307	2006	NC	3307	0.728	0.728	43.88	1	1	0	101,787	38,033	101,787	38,033	us_house	NC2006	7	2006	NC4	D	D
7638	2000s_3308	2006	NC	3308	0.499	0.499	45.50	-1	0	0	60,597	60,926	60,597	60,926	us_house	NC2006	8	2006	NC4	R	X
7639	2000s_3309	2006	NC	3309	0.335	0.335	36.41	-1	0	0	53,437	106,206	53,437	106,206	us_house	NC2006	9	2006	NC4	R	R
7640	2000s_3310	2006	NC	3310	0.382	0.382	32.86	-1	0	0	58,214	94,179	58,214	94,179	us_house	NC2006	10	2006	NC4	R	R
7641	2000s_3311	2006	NC	3311	0.538	0.538	42.78	-1	1	0	124,972	107,342	124,972	107,342	us_house	NC2006	11	2006	NC4	D	X
7642	2000s_3312	2006	NC	3312	0.670	0.670	62.76	1	1	0	71,345	35,127	71,345	35,127	us_house	NC2006	12	2006	NC4	D	D
7643	2000s_3313	2006	NC	3313	0.637	0.637	52.60	1	1	0	98,540	56,120	98,540	56,120	us_house	NC2006	13	2006	NC4	D	D
7644	2000s_3401	2006	ND	3401	0.657	0.657	36.09	1	1	0	142,934	74,687	142,934	74,687	us_house	ND2006	1	2006		D	#N/A
7645	2000s_2701	2006	NE	2701	0.416	0.416	36.18	-1	0	0	86,360	121,015	86,360	121,015	us_house	NE2006	1	2006		R	#N/A
7646	2000s_2702	2006	NE	2702	0.453	0.453	39.00	-1	0	0	82,504	99,475	82,504	99,475	us_house	NE2006	2	2006		R	#N/A
7647	2000s_2703	2006	NE	2703	0.450	0.450	24.06	0	0	0	93,046	113,687	93,046	113,687	us_house	NE2006	3	2006		R	#N/A
7648	2000s_2901	2006	NH	2901	0.513	0.513	48.83	-1	1	0	100,691	95,527	100,691	95,527	us_house	NH2006	1	2006		D	#N/A
7649	2000s_2902	2006	NH	2902	0.536	0.536	52.53	-1	1	0	108,743	94,088	108,743	94,088	us_house	NH2006	2	2006		D	#N/A
7650	2000s_3001	2006	NJ	3001		0.764	60.59	1	1	1	0	0	118,743	36,668	us_house	NJ2006	1	2006	NJ4	D	D
7651	2000s_3002	2006	NJ	3002	0.366	0.366	49.58	-1	0	0	64,277	111,245	64,277	111,245	us_house	NJ2006	2	2006	NJ4	R	R
7652	2000s_3003	2006	NJ	3003	0.413	0.413	48.74	-1	0	0	86,113	122,559	86,113	122,559	us_house	NJ2006	3	2006	NJ4	R	X
7653	2000s_3004	2006	NJ	3004	0.336	0.336	43.78	-1	0	0	62,905	124,482	62,905	124,482	us_house	NJ2006	4	2006	NJ4	R	R
7654	2000s_3005	2006	NJ	3005	0.444	0.444	42.61	-1	0	0	89,503	112,142	89,503	112,142	us_house	NJ2006	5	2006	NJ4	R	R
7655	2000s_3006	2006	NJ	3006	0.694	0.694	56.77	1	1	0	98,615	43,539	98,615	43,539	us_house	NJ2006	6	2006	NJ4	D	D
7656	2000s_3007	2006	NJ	3007	0.492	0.492	46.86	-1	0	0	95,454	98,399	95,454	98,399	us_house	NJ2006	7	2006	NJ4	R	R
7657	2000s_3008	2006	NJ	3008	0.714	0.714	58.88	1	1	0	97,568	39,053	97,568	39,053	us_house	NJ2006	8	2006	NJ4	D	D
7658	2000s_3009	2006	NJ	3009	0.721	0.721	58.84	1	1	0	105,853	40,879	105,853	40,879	us_house	NJ2006	9	2006	NJ4	D	D
7659	2000s_3010	2006	NJ	3010		0.881	82.06	1	1	1	0	0	85,495	11,563	us_house	NJ2006	10	2006	NJ4	D	D
7660	2000s_3011	2006	NJ	3011	0.371	0.371	42.03	-1	0	0	74,414	126,085	74,414	126,085	us_house	NJ2006	11	2006	NJ4	R	R
7661	2000s_3012	2006	NJ	3012	0.657	0.657	54.49	1	1	0	125,468	65,509	125,468	65,509	us_house	NJ2006	12	2006	NJ4	D	D
7662	2000s_3013	2006	NJ	3013	0.800	0.800	68.95	0	1	0	77,238	19,284	77,238	19,284	us_house	NJ2006	13	2006	NJ4	D	D
7663	2000s_3101	2006	NM	3101	0.498	0.498	51.64	-1	0	0	105,125	105,986	105,125	105,986	us_house	NM2006	1	2006		R	#N/A
7664	2000s_3102	2006	NM	3102	0.405	0.405	41.69	-1	0	0	63,119	92,620	63,119	92,620	us_house	NM2006	2	2006		R	#N/A
7665	2000s_3103	2006	NM	3103	0.746	0.746	54.07	1	1	0	144,880	49,219	144,880	49,219	us_house	NM2006	3	2006		D	#N/A
7666	2000s_2801	2006	NV	2801	0.675	0.675	57.49	1	1	0	85,025	40,917	85,025	40,917	us_house	NV2006	1	2006		D	#N/A
7667	2000s_2802	2006	NV	2802	0.472	0.472	41.73	0	0	0	104,593	117,168	104,593	117,168	us_house	NV2006	2	2006		R	#N/A
7668	2000s_2803	2006	NV	2803	0.490	0.490	49.32	-1	0	0	98,261	102,232	98,261	102,232	us_house	NV2006	3	2006		R	#N/A
7669	2000s_3201	2006	NY	3201	0.622	0.622	49.66	1	1	0	104,352	63,336	104,352	63,336	us_house	NY2006	1	2006	NY4	D	D
7670	2000s_3202	2006	NY	3202	0.704	0.704	53.80	1	1	0	105,269	44,219	105,269	44,219	us_house	NY2006	2	2006	NY4	D	D
7671	2000s_3203	2006	NY	3203	0.440	0.440	47.60	-1	0	0	79,845	101,785	79,845	101,785	us_house	NY2006	3	2006	NY4	R	R
7672	2000s_3204	2006	NY	3204	0.649	0.649	55.20	1	1	0	101,867	55,044	101,867	55,044	us_house	NY2006	4	2006	NY4	D	D
7673	2000s_3205	2006	NY	3205		0.757	63.21	1	1	1	0	0	56,603	18,208	us_house	NY2006	5	2006	NY4	D	D
7674	2000s_3206	2006	NY	3206		0.890	84.96	1	1	1	0	0	61,094	7,524	us_house	NY2006	6	2006	NY4	D	D
7675	2000s_3207	2006	NY	3207	0.840	0.840	74.44	1	1	0	63,999	12,218	63,999	12,218	us_house	NY2006	7	2006	NY4	D	D
7676	2000s_3208	2006	NY	3208	0.862	0.862	72.90	1	1	0	109,972	17,650	109,972	17,650	us_house	NY2006	8	2006	NY4	D	D
7677	2000s_3209	2006	NY	3209		0.747	56.12	1	1	1	0	0	50,246	17,025	us_house	NY2006	9	2006	NY4	D	X
7678	2000s_3210	2006	NY	3210	0.939	0.939	86.81	1	1	0	73,554	4,753	73,554	4,753	us_house	NY2006	10	2006	NY4	D	D
7679	2000s_3211	2006	NY	3211	0.922	0.922	86.84	0	1	0	88,932	7,503	88,932	7,503	us_house	NY2006	11	2006	NY4	D	D
7680	2000s_3212	2006	NY	3212	0.897	0.897	81.28	1	1	0	62,844	7,185	62,844	7,185	us_house	NY2006	12	2006	NY4	D	D
7681	2000s_3213	2006	NY	3213	0.432	0.432	44.90	-1	0	0	45,129	59,336	45,129	59,336	us_house	NY2006	13	2006	NY4	R	X
7682	2000s_3214	2006	NY	3214	0.845	0.845	75.21	1	1	0	101,023	18,559	101,023	18,559	us_house	NY2006	14	2006	NY4	D	D
7683	2000s_3215	2006	NY	3215	0.940	0.940	90.64	1	1	0	103,911	6,597	103,911	6,597	us_house	NY2006	15	2006	NY4	D	D
7684	2000s_3216	2006	NY	3216	0.953	0.953	89.81	1	1	0	56,121	2,762	56,121	2,762	us_house	NY2006	16	2006	NY4	D	D
7685	2000s_3217	2006	NY	3217	0.765	0.765	66.96	1	1	0	93,618	28,838	93,618	28,838	us_house	NY2006	17	2006	NY4	D	D
7686	2000s_3218	2006	NY	3218	0.707	0.707	57.80	1	1	0	124,259	51,447	124,259	51,447	us_house	NY2006	18	2006	NY4	D	D
7687	2000s_3219	2006	NY	3219	0.512	0.512	45.75	-1	1	0	100,124	95,354	100,124	95,354	us_house	NY2006	19	2006	NY4	D	X
7688	2000s_3220	2006	NY	3220	0.531	0.531	46.04	-1	1	0	125,168	110,554	125,168	110,554	us_house	NY2006	20	2006	NY4	D	X
7689	2000s_3221	2006	NY	3221	0.782	0.782	56.06	1	1	0	167,605	46,751	167,605	46,751	us_house	NY2006	21	2006	NY4	D	D
7690	2000s_3222	2006	NY	3222		0.694	54.41	1	1	1	0	0	81,257	35,909	us_house	NY2006	22	2006	NY4	D	D
7691	2000s_3223	2006	NY	3223	0.369	0.369	47.87	-1	0	0	62,313	106,786	62,313	106,786	us_house	NY2006	23	2006	NY4	R	X
7692	2000s_3224	2006	NY	3224	0.545	0.545	46.95	0	1	0	109,689	91,501	109,689	91,501	us_house	NY2006	24	2006	NY4	D	X
7693	2000s_3225	2006	NY	3225	0.492	0.492	51.29	-1	0	0	107,097	110,536	107,097	110,536	us_house	NY2006	25	2006	NY4	R	X
7694	2000s_3226	2006	NY	3226	0.480	0.480	43.83	-1	0	0	100,924	109,247	100,924	109,247	us_house	NY2006	26	2006	NY4	R	X
7695	2000s_3227	2006	NY	3227	0.793	0.793	54.47	1	1	0	140,023	36,618	140,023	36,618	us_house	NY2006	27	2006	NY4	D	X
7696	2000s_3228	2006	NY	3228	0.732	0.732	63.67	1	1	0	111,387	40,843	111,387	40,843	us_house	NY2006	28	2006	NY4	D	D
7697	2000s_3229	2006	NY	3229	0.485	0.485	42.66	-1	0	0	100,051	106,070	100,051	106,070	us_house	NY2006	29	2006	NY4	R	X
7698	2000s_3501	2006	OH	3501	0.478	0.478	49.46	-1	0	0	96,584	105,680	96,584	105,680	us_house	OH2006	1	2006	OH4	R	X
7699	2000s_3502	2006	OH	3502	0.495	0.495	36.03	-1	0	0	117,595	120,112	117,595	120,112	us_house	OH2006	2	2006	OH4	R	R
7700	2000s_3503	2006	OH	3503	0.415	0.415	45.52	-1	0	0	90,650	127,978	90,650	127,978	us_house	OH2006	3	2006	OH4	R	R
