	stcd2	cycle	stateabrev	stcd	dem_share	dem_share_imputed	dpres	incumb	winner_dem	uncontested	votes_dem	votes_rep	votes_dem_est	votes_rep_est	chamber	code	district	year	plan	winner	winner_plan
3173	1980s_1314	1986	IL	1314	0.476	0.476	30.81	0	0	0	70,293	77,288	70,293	77,288	us_house	IL1986	14	1986	IL2	R	R
3174	1980s_1315	1986	IL	1315		0.283	32.00	-1	0	1	0	0	37,453	94,684	us_house	IL1986	15	1986	IL2	R	R
3175	1980s_1316	1986	IL	1316	0.331	0.331	36.84	-1	0	0	46,087	92,982	46,087	92,982	us_house	IL1986	16	1986	IL2	R	X
3176	1980s_1317	1986	IL	1317	0.556	0.556	45.69	1	1	0	85,442	68,101	85,442	68,101	us_house	IL1986	17	1986	IL2	D	D
3177	1980s_1318	1986	IL	1318	0.374	0.374	38.14	-1	0	0	56,331	94,308	56,331	94,308	us_house	IL1986	18	1986	IL2	R	R
3178	1980s_1319	1986	IL	1319	0.664	0.664	37.60	1	1	0	111,105	56,186	111,105	56,186	us_house	IL1986	19	1986	IL2	D	X
3179	1980s_1320	1986	IL	1320	0.681	0.681	41.94	1	1	0	126,556	59,291	126,556	59,291	us_house	IL1986	20	1986	IL2	D	D
3180	1980s_1321	1986	IL	1321	0.504	0.504	46.58	1	1	0	65,722	64,779	65,722	64,779	us_house	IL1986	21	1986	IL2	D	D
3181	1980s_1322	1986	IL	1322	0.532	0.532	44.16	1	1	0	97,585	85,733	97,585	85,733	us_house	IL1986	22	1986	IL2	D	D
3182	1980s_1401	1986	IN	1401	0.741	0.741	56.92	1	1	0	86,983	30,395	86,983	30,395	us_house	IN1986	1	1986	IN2	D	D
3183	1980s_1402	1986	IN	1402	0.623	0.623	32.09	1	1	0	102,456	62,013	102,456	62,013	us_house	IN1986	2	1986	IN2	D	D
3184	1980s_1403	1986	IN	1403	0.500	0.500	37.84	-1	0	0	75,932	75,979	75,932	75,979	us_house	IN1986	3	1986	IN2	R	X
3185	1980s_1404	1986	IN	1404	0.301	0.301	32.80	-1	0	0	43,105	99,865	43,105	99,865	us_house	IN1986	4	1986	IN2	R	X
3186	1980s_1405	1986	IN	1405	0.517	0.517	30.90	0	1	0	80,772	75,477	80,772	75,477	us_house	IN1986	5	1986	IN2	D	X
3187	1980s_1406	1986	IN	1406	0.311	0.311	28.01	-1	0	0	53,431	118,363	53,431	118,363	us_house	IN1986	6	1986	IN2	R	R
3188	1980s_1407	1986	IN	1407	0.321	0.321	33.29	-1	0	0	49,675	104,965	49,675	104,965	us_house	IN1986	7	1986	IN2	R	R
3189	1980s_1408	1986	IN	1408	0.533	0.533	39.38	1	1	0	106,662	93,586	106,662	93,586	us_house	IN1986	8	1986	IN2	D	D
3190	1980s_1409	1986	IN	1409	0.722	0.722	39.21	1	1	0	120,586	46,398	120,586	46,398	us_house	IN1986	9	1986	IN2	D	D
3191	1980s_1410	1986	IN	1410	0.584	0.584	51.51	1	1	0	68,817	49,064	68,817	49,064	us_house	IN1986	10	1986	IN2	D	D
3192	1980s_1601	1986	KS	1601	0.235	0.235	25.35	-1	0	0	43,359	141,297	43,359	141,297	us_house	KS1986	1	1986		R	#N/A
3193	1980s_1602	1986	KS	1602	0.706	0.706	35.79	1	1	0	110,737	46,029	110,737	46,029	us_house	KS1986	2	1986		D	#N/A
3194	1980s_1603	1986	KS	1603		0.340	36.18	-1	0	1	0	0	50,465	97,923	us_house	KS1986	3	1986		R	#N/A
3195	1980s_1604	1986	KS	1604	0.645	0.645	35.99	1	1	0	111,164	61,178	111,164	61,178	us_house	KS1986	4	1986		D	#N/A
3196	1980s_1605	1986	KS	1605	0.289	0.289	32.02	-1	0	0	47,540	116,800	47,540	116,800	us_house	KS1986	5	1986		R	#N/A
3197	1980s_1701	1986	KY	1701	1.000	0.737	45.50	1	1	1	64,315	0	48,418	17,278	us_house	KY1986	1	1986	KY2	D	D
3198	1980s_1702	1986	KY	1702	1.000	0.672	36.42	1	1	1	57,644	0	41,398	20,252	us_house	KY1986	2	1986	KY2	D	D
3199	1980s_1703	1986	KY	1703	0.736	0.736	47.64	1	1	0	81,943	29,348	81,943	29,348	us_house	KY1986	3	1986	KY2	D	D
3200	1980s_1704	1986	KY	1704	0.444	0.444	30.29	0	0	0	53,906	67,626	53,906	67,626	us_house	KY1986	4	1986	KY2	R	R
3201	1980s_1705	1986	KY	1705	0.000	0.297	30.48	-1	0	1	0	56,760	17,511	41,520	us_house	KY1986	5	1986	KY2	R	R
3202	1980s_1706	1986	KY	1706	0.257	0.257	37.06	-1	0	0	26,315	75,906	26,315	75,906	us_house	KY1986	6	1986	KY2	R	R
3203	1980s_1707	1986	KY	1707	0.796	0.796	50.94	1	1	0	90,619	23,209	90,619	23,209	us_house	KY1986	7	1986	KY2	D	D
3204	1980s_1801	1986	LA	1801		0.168	22.29	-1	0	1	0	0	15,898	78,817	us_house	LA1986	1	1986		R	#N/A
3205	1980s_1802	1986	LA	1802	0.926	0.926	62.31	1	1	0	105,661	8,474	105,661	8,474	us_house	LA1986	2	1986		D	#N/A
3206	1980s_1803	1986	LA	1803		0.365	33.71	1	1	1	0	0	37,814	65,850	us_house	LA1986	3	1986		D	#N/A
3207	1980s_1804	1986	LA	1804		0.584	34.19	1	0	1	0	0	65,597	46,685	us_house	LA1986	4	1986		R	#N/A
3208	1980s_1805	1986	LA	1805	1.000	0.663	33.00	1	1	1	140,450	0	60,172	30,528	us_house	LA1986	5	1986		D	#N/A
3209	1980s_1806	1986	LA	1806	0.490	0.490	35.28	0	0	0	73,894	76,833	73,894	76,833	us_house	LA1986	6	1986		R	#N/A
3210	1980s_1807	1986	LA	1807	1.000	0.597	40.66	0	1	1	191,498	0	49,530	33,472	us_house	LA1986	7	1986		D	#N/A
3211	1980s_1808	1986	LA	1808	0.486	0.486	48.95	0	0	0	96,864	102,276	96,864	102,276	us_house	LA1986	8	1986		R	#N/A
3212	1980s_2101	1986	MA	2101	0.222	0.222	48.84	-1	0	0	32,430	113,653	32,430	113,653	us_house	MA1986	1	1986	MA2	R	X
3213	1980s_2102	1986	MA	2102	0.659	0.659	46.45	1	1	0	91,033	47,022	91,033	47,022	us_house	MA1986	2	1986	MA2	D	D
3214	1980s_2103	1986	MA	2103	1.000	0.706	43.30	1	1	1	120,222	0	85,462	35,558	us_house	MA1986	3	1986	MA2	D	D
3215	1980s_2104	1986	MA	2104	1.000	0.738	51.63	1	1	1	134,387	0	101,087	35,871	us_house	MA1986	4	1986	MA2	D	D
3216	1980s_2105	1986	MA	2105	1.000	0.635	42.96	1	1	1	113,330	0	73,573	42,268	us_house	MA1986	5	1986	MA2	D	D
3217	1980s_2106	1986	MA	2106	1.000	0.727	44.66	1	1	1	131,051	0	97,461	36,511	us_house	MA1986	6	1986	MA2	D	D
3218	1980s_2107	1986	MA	2107	1.000	0.739	49.48	1	1	1	124,183	0	92,798	32,760	us_house	MA1986	7	1986	MA2	D	D
3219	1980s_2108	1986	MA	2108	0.722	0.722	63.77	0	1	0	104,651	40,259	104,651	40,259	us_house	MA1986	8	1986	MA2	D	D
3220	1980s_2109	1986	MA	2109	1.000	0.720	51.68	1	1	1	110,026	0	79,653	30,968	us_house	MA1986	9	1986	MA2	D	D
3221	1980s_2110	1986	MA	2110	0.711	0.711	45.01	1	1	0	121,578	49,451	121,578	49,451	us_house	MA1986	10	1986	MA2	D	D
3222	1980s_2111	1986	MA	2111	1.000	0.761	47.90	1	1	1	114,926	0	88,438	27,710	us_house	MA1986	11	1986	MA2	D	D
3223	1980s_2001	1986	MD	2001	0.668	0.668	34.67	1	1	0	88,113	43,764	88,113	43,764	us_house	MD1986	1	1986	MD2	D	X
3224	1980s_2002	1986	MD	2002	0.413	0.413	33.77	-1	0	0	68,200	96,745	68,200	96,745	us_house	MD1986	2	1986	MD2	R	X
3225	1980s_2003	1986	MD	2003	0.791	0.791	49.58	0	1	0	100,161	26,452	100,161	26,452	us_house	MD1986	3	1986	MD2	D	D
3226	1980s_2004	1986	MD	2004	0.502	0.502	40.63	0	1	0	65,071	64,643	65,071	64,643	us_house	MD1986	4	1986	MD2	D	X
3227	1980s_2005	1986	MD	2005	0.819	0.819	57.73	1	1	0	82,098	18,102	82,098	18,102	us_house	MD1986	5	1986	MD2	D	D
3228	1980s_2006	1986	MD	2006	0.722	0.722	31.07	1	1	0	102,975	39,600	102,975	39,600	us_house	MD1986	6	1986	MD2	D	D
3229	1980s_2007	1986	MD	2007	0.867	0.867	82.14	0	1	0	79,226	12,170	79,226	12,170	us_house	MD1986	7	1986	MD2	D	D
3230	1980s_2008	1986	MD	2008	0.471	0.471	51.39	0	0	0	82,825	92,917	82,825	92,917	us_house	MD1986	8	1986	MD2	R	X
3231	1980s_1901	1986	ME	1901	0.549	0.549	40.10	0	1	0	121,848	100,260	121,848	100,260	us_house	ME1986	1	1986		D	#N/A
3232	1980s_1902	1986	ME	1902	0.227	0.227	37.61	-1	0	0	43,614	148,770	43,614	148,770	us_house	ME1986	2	1986		R	#N/A
3233	1980s_2201	1986	MI	2201	0.901	0.901	86.01	1	1	0	94,307	10,407	94,307	10,407	us_house	MI1986	1	1986	MI2	D	D
3234	1980s_2202	1986	MI	2202	0.410	0.410	35.66	-1	0	0	55,204	79,567	55,204	79,567	us_house	MI1986	2	1986	MI2	R	R
3235	1980s_2203	1986	MI	2203	0.604	0.604	36.54	1	1	0	78,720	51,678	78,720	51,678	us_house	MI1986	3	1986	MI2	D	D
3236	1980s_2204	1986	MI	2204	0.372	0.372	30.42	0	0	0	41,624	70,331	41,624	70,331	us_house	MI1986	4	1986	MI2	R	R
3237	1980s_2205	1986	MI	2205	0.288	0.288	31.69	-1	0	0	40,608	100,577	40,608	100,577	us_house	MI1986	5	1986	MI2	R	R
3238	1980s_2206	1986	MI	2206	0.567	0.567	36.48	1	1	0	74,927	57,283	74,927	57,283	us_house	MI1986	6	1986	MI2	D	D
3239	1980s_2207	1986	MI	2207	0.803	0.803	45.69	1	1	0	101,225	24,848	101,225	24,848	us_house	MI1986	7	1986	MI2	D	D
3240	1980s_2208	1986	MI	2208	0.726	0.726	39.45	1	1	0	97,406	36,695	97,406	36,695	us_house	MI1986	8	1986	MI2	D	D
3241	1980s_2209	1986	MI	2209	0.356	0.356	30.86	-1	0	0	49,702	89,991	49,702	89,991	us_house	MI1986	9	1986	MI2	R	R
3242	1980s_2210	1986	MI	2210	0.488	0.488	32.22	-1	0	0	74,941	78,475	74,941	78,475	us_house	MI1986	10	1986	MI2	R	X
3243	1980s_2211	1986	MI	2211	0.367	0.367	40.85	-1	0	0	53,180	91,575	53,180	91,575	us_house	MI1986	11	1986	MI2	R	R
3244	1980s_2212	1986	MI	2212	0.664	0.664	33.64	1	1	0	87,643	44,442	87,643	44,442	us_house	MI1986	12	1986	MI2	D	D
3245	1980s_2213	1986	MI	2213	0.860	0.860	85.06	1	1	0	76,435	12,395	76,435	12,395	us_house	MI1986	13	1986	MI2	D	D
3246	1980s_2214	1986	MI	2214	0.732	0.732	36.68	1	1	0	92,328	33,831	92,328	33,831	us_house	MI1986	14	1986	MI2	D	D
3247	1980s_2215	1986	MI	2215	0.757	0.757	38.79	1	1	0	77,950	25,078	77,950	25,078	us_house	MI1986	15	1986	MI2	D	D
3248	1980s_2216	1986	MI	2216	0.778	0.778	40.08	1	1	0	101,659	28,971	101,659	28,971	us_house	MI1986	16	1986	MI2	D	D
3249	1980s_2217	1986	MI	2217	0.773	0.773	46.11	1	1	0	105,031	30,879	105,031	30,879	us_house	MI1986	17	1986	MI2	D	D
3250	1980s_2218	1986	MI	2218	0.262	0.262	24.78	-1	0	0	39,144	110,099	39,144	110,099	us_house	MI1986	18	1986	MI2	R	R
3251	1980s_2301	1986	MN	2301	0.724	0.724	44.40	1	1	0	125,115	47,750	125,115	47,750	us_house	MN1986	1	1986	MN2	D	D
3252	1980s_2302	1986	MN	2302	0.484	0.484	42.93	-1	0	0	94,048	100,249	94,048	100,249	us_house	MN1986	2	1986	MN2	R	R
3253	1980s_2303	1986	MN	2303	0.299	0.299	40.97	-1	0	0	54,261	127,434	54,261	127,434	us_house	MN1986	3	1986	MN2	R	R
3254	1980s_2304	1986	MN	2304	0.729	0.729	59.40	1	1	0	112,662	41,926	112,662	41,926	us_house	MN1986	4	1986	MN2	D	D
3255	1980s_2305	1986	MN	2305	0.737	0.737	62.07	1	1	0	105,410	37,583	105,410	37,583	us_house	MN1986	5	1986	MN2	D	D
3256	1980s_2306	1986	MN	2306	0.658	0.658	47.67	1	1	0	110,598	57,460	110,598	57,460	us_house	MN1986	6	1986	MN2	D	D
3257	1980s_2307	1986	MN	2307	0.500	0.500	43.04	-1	0	0	93,903	94,024	93,903	94,024	us_house	MN1986	7	1986	MN2	R	X
3258	1980s_2308	1986	MN	2308	0.726	0.726	59.75	1	1	0	135,718	51,315	135,718	51,315	us_house	MN1986	8	1986	MN2	D	D
3259	1980s_2501	1986	MO	2501	0.661	0.661	63.08	1	1	0	91,044	46,599	91,044	46,599	us_house	MO1986	1	1986	MO2	D	D
3260	1980s_2502	1986	MO	2502	0.481	0.481	33.72	1	0	0	93,538	101,010	93,538	101,010	us_house	MO1986	2	1986	MO2	R	X
3261	1980s_2503	1986	MO	2503	0.690	0.690	35.39	1	1	0	116,403	52,382	116,403	52,382	us_house	MO1986	3	1986	MO2	D	D
3262	1980s_2504	1986	MO	2504		0.702	32.85	1	1	1	0	0	121,640	51,694	us_house	MO1986	4	1986	MO2	D	D
3263	1980s_2505	1986	MO	2505	0.720	0.720	53.56	1	1	0	101,030	39,340	101,030	39,340	us_house	MO1986	5	1986	MO2	D	D
3264	1980s_2506	1986	MO	2506	0.433	0.433	39.45	-1	0	0	73,155	95,865	73,155	95,865	us_house	MO1986	6	1986	MO2	R	R
3265	1980s_2507	1986	MO	2507	0.330	0.330	31.08	-1	0	0	56,291	114,210	56,291	114,210	us_house	MO1986	7	1986	MO2	R	R
3266	1980s_2508	1986	MO	2508	0.475	0.475	39.48	-1	0	0	71,532	79,142	71,532	79,142	us_house	MO1986	8	1986	MO2	R	R
3267	1980s_2509	1986	MO	2509	0.575	0.575	35.95	1	1	0	95,939	70,972	95,939	70,972	us_house	MO1986	9	1986	MO2	D	D
3268	1980s_2401	1986	MS	2401	0.664	0.664	37.44	1	1	0	59,870	30,267	59,870	30,267	us_house	MS1986	1	1986		D	#N/A
3269	1980s_2402	1986	MS	2402	0.517	0.517	49.51	-1	1	0	73,119	68,292	73,119	68,292	us_house	MS1986	2	1986		D	#N/A
3270	1980s_2403	1986	MS	2403		0.811	34.58	1	1	1	0	0	101,682	23,749	us_house	MS1986	3	1986		D	#N/A
3271	1980s_2404	1986	MS	2404	0.715	0.715	41.05	1	1	0	85,819	34,190	85,819	34,190	us_house	MS1986	4	1986		D	#N/A
3272	1980s_2405	1986	MS	2405	0.177	0.177	26.27	-1	0	0	16,143	75,288	16,143	75,288	us_house	MS1986	5	1986		R	#N/A
3273	1980s_2601	1986	MT	2601	0.617	0.617	40.79	1	1	0	98,501	61,230	98,501	61,230	us_house	MT1986	1	1986		D	#N/A
3274	1980s_2602	1986	MT	2602	0.465	0.465	36.54	-1	0	0	73,583	84,548	73,583	84,548	us_house	MT1986	2	1986		R	#N/A
3275	1980s_3301	1986	NC	3301	0.695	0.695	42.89	1	1	0	91,122	39,912	91,122	39,912	us_house	NC1986	1	1986	NC2	D	D
3276	1980s_3302	1986	NC	3302	0.746	0.746	47.03	1	1	0	95,320	32,515	95,320	32,515	us_house	NC1986	2	1986	NC2	D	D
3277	1980s_3303	1986	NC	3303	0.645	0.645	39.44	0	1	0	71,460	39,408	71,460	39,408	us_house	NC1986	3	1986	NC2	D	D
3278	1980s_3304	1986	NC	3304	0.557	0.557	39.78	-1	1	0	92,216	73,469	92,216	73,469	us_house	NC1986	4	1986	NC2	D	X
3279	1980s_3305	1986	NC	3305	0.541	0.541	35.80	1	1	0	86,410	73,261	86,410	73,261	us_house	NC1986	5	1986	NC2	D	D
3280	1980s_3306	1986	NC	3306	0.500	0.500	34.65	-1	0	0	72,250	72,329	72,250	72,329	us_house	NC1986	6	1986	NC2	R	X
3281	1980s_3307	1986	NC	3307	0.642	0.642	43.08	1	1	0	70,471	39,289	70,471	39,289	us_house	NC1986	7	1986	NC2	D	D
3282	1980s_3308	1986	NC	3308	0.579	0.579	33.95	1	1	0	80,959	58,941	80,959	58,941	us_house	NC1986	8	1986	NC2	D	D
3283	1980s_3309	1986	NC	3309	0.487	0.487	35.56	-1	0	0	76,240	80,352	76,240	80,352	us_house	NC1986	9	1986	NC2	R	R
3284	1980s_3310	1986	NC	3310	0.425	0.425	30.49	0	0	0	62,035	83,902	62,035	83,902	us_house	NC1986	10	1986	NC2	R	R
3285	1980s_3311	1986	NC	3311	0.507	0.507	36.94	-1	1	0	91,575	89,069	91,575	89,069	us_house	NC1986	11	1986	NC2	D	X
3286	1980s_3401	1986	ND	3401	0.763	0.763	34.27	1	1	0	216,258	66,989	216,258	66,989	us_house	ND1986	1	1986		D	#N/A
3287	1980s_2701	1986	NE	2701	0.355	0.355	32.66	-1	0	0	67,137	121,772	67,137	121,772	us_house	NE1986	1	1986		R	#N/A
3288	1980s_2702	1986	NE	2702	0.414	0.414	32.65	-1	0	0	70,372	99,569	70,372	99,569	us_house	NE1986	2	1986		R	#N/A
3289	1980s_2703	1986	NE	2703	0.302	0.302	21.82	-1	0	0	59,182	136,985	59,182	136,985	us_house	NE1986	3	1986		R	#N/A
3290	1980s_2901	1986	NH	2901	0.436	0.436	29.50	-1	0	0	54,787	70,739	54,787	70,739	us_house	NH1986	1	1986		R	#N/A
3291	1980s_2902	1986	NH	2902	0.258	0.258	31.95	-1	0	0	29,688	85,479	29,688	85,479	us_house	NH1986	2	1986		R	#N/A
3292	1980s_3001	1986	NJ	3001	0.762	0.762	45.08	1	1	0	93,497	29,175	93,497	29,175	us_house	NJ1986	1	1986	NJ2.1	D	D
3293	1980s_3002	1986	NJ	3002	0.704	0.704	37.99	1	1	0	83,821	35,167	83,821	35,167	us_house	NJ1986	2	1986	NJ2.1	D	D
3294	1980s_3003	1986	NJ	3003	0.587	0.587	33.08	1	1	0	73,743	51,882	73,743	51,882	us_house	NJ1986	3	1986	NJ2.1	D	D
3295	1980s_3004	1986	NJ	3004	0.385	0.385	41.05	-1	0	0	49,290	78,699	49,290	78,699	us_house	NJ1986	4	1986	NJ2.1	R	R
3296	1980s_3005	1986	NJ	3005	0.254	0.254	29.18	-1	0	0	32,145	94,253	32,145	94,253	us_house	NJ1986	5	1986	NJ2.1	R	R
3297	1980s_3006	1986	NJ	3006	0.705	0.705	40.94	1	1	0	67,460	28,286	67,460	28,286	us_house	NJ1986	6	1986	NJ2.1	D	D
3298	1980s_3007	1986	NJ	3007	0.210	0.210	36.90	-1	0	0	24,462	92,254	24,462	92,254	us_house	NJ1986	7	1986	NJ2.1	R	R
3299	1980s_3008	1986	NJ	3008	0.628	0.628	42.47	1	1	0	57,820	34,268	57,820	34,268	us_house	NJ1986	8	1986	NJ2.1	D	D
3300	1980s_3009	1986	NJ	3009	0.690	0.690	40.82	1	1	0	89,634	40,226	89,634	40,226	us_house	NJ1986	9	1986	NJ2.1	D	D
3301	1980s_3010	1986	NJ	3010	1.000	0.877	75.14	1	1	1	46,666	0	42,859	6,027	us_house	NJ1986	10	1986	NJ2.1	D	D
3302	1980s_3011	1986	NJ	3011	0.320	0.320	31.44	-1	0	0	35,280	75,037	35,280	75,037	us_house	NJ1986	11	1986	NJ2.1	R	R
3303	1980s_3012	1986	NJ	3012	0.365	0.365	34.57	-1	0	0	41,967	72,966	41,967	72,966	us_house	NJ1986	12	1986	NJ2.1	R	R
3304	1980s_3013	1986	NJ	3013	0.346	0.346	34.90	-1	0	0	43,920	82,866	43,920	82,866	us_house	NJ1986	13	1986	NJ2.1	R	R
3305	1980s_3014	1986	NJ	3014	0.726	0.726	46.60	1	1	0	63,057	23,822	63,057	23,822	us_house	NJ1986	14	1986	NJ2.1	D	D
3306	1980s_3101	1986	NM	3101	0.291	0.291	39.29	-1	0	0	37,138	90,484	37,138	90,484	us_house	NM1986	1	1986		R	#N/A
3307	1980s_3102	1986	NM	3102	0.371	0.371	33.02	-1	0	0	45,924	77,787	45,924	77,787	us_house	NM1986	2	1986		R	#N/A
3308	1980s_3103	1986	NM	3103	0.713	0.713	46.46	1	1	0	95,760	38,552	95,760	38,552	us_house	NM1986	3	1986		D	#N/A
3309	1980s_2801	1986	NV	2801	0.551	0.551	36.44	0	1	0	61,830	50,342	61,830	50,342	us_house	NV1986	1	1986		D	#N/A
3310	1980s_2802	1986	NV	2802	0.416	0.416	29.47	-1	0	0	59,433	83,479	59,433	83,479	us_house	NV1986	2	1986		R	#N/A
3311	1980s_3201	1986	NY	3201	0.548	0.548	33.87	0	1	0	66,891	55,173	66,891	55,173	us_house	NY1986	1	1986	NY2	D	X
3312	1980s_3202	1986	NY	3202	0.665	0.665	33.55	1	1	0	67,547	34,028	67,547	34,028	us_house	NY1986	2	1986	NY2	D	D
3313	1980s_3203	1986	NY	3203	0.581	0.581	35.52	1	1	0	83,869	60,483	83,869	60,483	us_house	NY1986	3	1986	NY2	D	D
3314	1980s_3204	1986	NY	3204	0.321	0.321	36.35	-1	0	0	42,799	90,532	42,799	90,532	us_house	NY1986	4	1986	NY2	R	R
3315	1980s_3205	1986	NY	3205	0.347	0.347	39.51	-1	0	0	46,820	88,109	46,820	88,109	us_house	NY1986	5	1986	NY2	R	R
3316	1980s_3206	1986	NY	3206	0.677	0.677	67.09	0	1	0	58,283	27,807	58,283	27,807	us_house	NY1986	6	1986	NY2	D	D
3317	1980s_3207	1986	NY	3207	0.774	0.774	53.49	1	1	0	62,864	18,356	62,864	18,356	us_house	NY1986	7	1986	NY2	D	D
3318	1980s_3208	1986	NY	3208		0.717	52.68	1	1	1	0	0	53,678	21,143	us_house	NY1986	8	1986	NY2	D	D
3319	1980s_3209	1986	NY	3209	0.738	0.738	43.27	1	1	0	53,967	19,159	53,967	19,159	us_house	NY1986	9	1986	NY2	D	D
3320	1980s_3210	1986	NY	3210		0.791	50.85	1	1	1	0	0	61,521	16,258	us_house	NY1986	10	1986	NY2	D	D
3321	1980s_3211	1986	NY	3211	0.911	0.911	78.73	1	1	0	37,466	3,660	37,466	3,660	us_house	NY1986	11	1986	NY2	D	D
3322	1980s_3212	1986	NY	3212	0.938	0.938	85.56	1	1	0	38,561	2,549	38,561	2,549	us_house	NY1986	12	1986	NY2	D	D
3323	1980s_3213	1986	NY	3213	0.848	0.848	52.73	1	1	0	59,997	10,754	59,997	10,754	us_house	NY1986	13	1986	NY2	D	D
3324	1980s_3214	1986	NY	3214	0.302	0.302	34.32	-1	0	0	27,964	64,633	27,964	64,633	us_house	NY1986	14	1986	NY2	R	R
3325	1980s_3215	1986	NY	3215	0.420	0.420	60.47	-1	0	0	39,222	54,163	39,222	54,163	us_house	NY1986	15	1986	NY2	R	R
3326	1980s_3216	1986	NY	3216		0.887	84.37	1	1	1	0	0	51,487	6,532	us_house	NY1986	16	1986	NY2	D	D
3327	1980s_3217	1986	NY	3217	0.859	0.859	74.79	1	1	0	87,824	14,416	87,824	14,416	us_house	NY1986	17	1986	NY2	D	D
3328	1980s_3218	1986	NY	3218	0.945	0.945	80.99	1	1	0	40,487	2,356	40,487	2,356	us_house	NY1986	18	1986	NY2	D	D
3329	1980s_3219	1986	NY	3219		0.746	47.77	1	1	1	0	0	62,311	21,207	us_house	NY1986	19	1986	NY2	D	D
3330	1980s_3220	1986	NY	3220	0.452	0.452	43.71	-1	0	0	66,254	80,325	66,254	80,325	us_house	NY1986	20	1986	NY2	R	X
3331	1980s_3221	1986	NY	3221	0.218	0.218	32.02	-1	0	0	28,429	101,980	28,429	101,980	us_house	NY1986	21	1986	NY2	R	R
3332	1980s_3222	1986	NY	3222	0.281	0.281	38.43	-1	0	0	36,838	94,258	36,838	94,258	us_house	NY1986	22	1986	NY2	R	R
3333	1980s_3223	1986	NY	3223		0.749	47.12	1	1	1	0	0	106,532	35,676	us_house	NY1986	23	1986	NY2	D	D
3334	1980s_3224	1986	NY	3224	0.296	0.296	30.99	-1	0	0	48,035	114,244	48,035	114,244	us_house	NY1986	24	1986	NY2	R	R
3335	1980s_3225	1986	NY	3225	0.245	0.245	37.16	-1	0	0	36,123	111,317	36,123	111,317	us_house	NY1986	25	1986	NY2	R	R
3336	1980s_3226	1986	NY	3226		0.291	34.35	-1	0	1	0	0	24,799	60,497	us_house	NY1986	26	1986	NY2	R	R
3337	1980s_3227	1986	NY	3227	0.497	0.497	39.42	-1	0	0	81,788	82,775	81,788	82,775	us_house	NY1986	27	1986	NY2	R	R
3338	1980s_3228	1986	NY	3228	0.683	0.683	38.92	1	1	0	101,869	47,281	101,869	47,281	us_house	NY1986	28	1986	NY2	D	D
3339	1980s_3229	1986	NY	3229	0.255	0.255	38.69	-1	0	0	35,358	103,302	35,358	103,302	us_house	NY1986	29	1986	NY2	R	R
3340	1980s_3230	1986	NY	3230	0.510	0.510	37.06	-1	1	0	86,791	83,388	86,791	83,388	us_house	NY1986	30	1986	NY2	D	X
3341	1980s_3231	1986	NY	3231	0.423	0.423	38.19	-1	0	0	65,535	89,393	65,535	89,393	us_house	NY1986	31	1986	NY2	R	R
3342	1980s_3232	1986	NY	3232		0.732	45.25	1	1	1	0	0	74,616	27,304	us_house	NY1986	32	1986	NY2	D	D
3343	1980s_3233	1986	NY	3233	0.851	0.851	62.66	1	1	0	104,822	18,353	104,822	18,353	us_house	NY1986	33	1986	NY2	D	D
3344	1980s_3234	1986	NY	3234	0.399	0.399	32.28	0	0	0	56,959	85,795	56,959	85,795	us_house	NY1986	34	1986	NY2	R	X
3345	1980s_3501	1986	OH	3501	0.617	0.617	34.91	1	1	0	90,477	56,100	90,477	56,100	us_house	OH1986	1	1986	OH2.1	D	D
3346	1980s_3502	1986	OH	3502	0.293	0.293	35.17	-1	0	0	43,448	105,061	43,448	105,061	us_house	OH1986	2	1986	OH2.1	R	R
3347	1980s_3503	1986	OH	3503	0.737	0.737	43.30	1	1	0	98,311	35,167	98,311	35,167	us_house	OH1986	3	1986	OH2.1	D	D
3348	1980s_3504	1986	OH	3504	0.185	0.185	25.73	-1	0	0	26,320	115,751	26,320	115,751	us_house	OH1986	4	1986	OH2.1	R	R
3349	1980s_3505	1986	OH	3505	0.350	0.350	32.00	-1	0	0	54,864	102,016	54,864	102,016	us_house	OH1986	5	1986	OH2.1	R	R
3350	1980s_3506	1986	OH	3506	0.284	0.284	31.46	-1	0	0	42,155	106,354	42,155	106,354	us_house	OH1986	6	1986	OH2.1	R	R
3351	1980s_3507	1986	OH	3507		0.269	31.53	-1	0	1	0	0	38,091	103,738	us_house	OH1986	7	1986	OH2.1	R	R
3352	1980s_3508	1986	OH	3508	0.319	0.319	26.78	0	0	0	46,195	98,475	46,195	98,475	us_house	OH1986	8	1986	OH2.1	R	R
3353	1980s_3509	1986	OH	3509	0.775	0.775	48.61	1	1	0	105,646	30,643	105,646	30,643	us_house	OH1986	9	1986	OH2.1	D	D
3354	1980s_3510	1986	OH	3510	0.296	0.296	33.12	-1	0	0	44,847	106,870	44,847	106,870	us_house	OH1986	10	1986	OH2.1	R	R
3355	1980s_3511	1986	OH	3511	0.745	0.745	40.14	1	1	0	104,740	35,944	104,740	35,944	us_house	OH1986	11	1986	OH2.1	D	D
3356	1980s_3512	1986	OH	3512	0.266	0.266	33.69	-1	0	0	42,727	117,905	42,727	117,905	us_house	OH1986	12	1986	OH2.1	R	R
3357	1980s_3513	1986	OH	3513	0.628	0.628	41.00	1	1	0	88,612	52,452	88,612	52,452	us_house	OH1986	13	1986	OH2.1	D	D
